query	k__Animalia;p__location_output
ca9716eca8c0ab3c77e26e4bde568d9a	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cab27f082270fd54314bda3777c8fd93	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cac3a0910592c28fede7795d8fff2a2b	k__Animalia;p__Arthropoda;c__Insecta
cac8cae42a02fcc55a339f1b6f201ccf	k__Animalia;p__Arthropoda;c__Insecta
cacb48fb24651ff26f65fed8032d0979	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cad35ce9c117de8d210dc7da44ce7be5	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cad7f4190adf99763cce48934c900fed	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cad91d269baae43bbae66afca7fe7037	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Chionodes;s__Chionodes mediofuscella
cadb0343e6f75841c7fa979ff2d3380b	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Maccaffertium;s__Maccaffertium mediopunctatum
cb0c2ae762cc3a5b085478290211c50e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Trichoceridae;g__Trichocera
cb10dd179a1053832bd8996a1754cef4	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cb10f223b064a47e85aa0c71422d231c	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Amaurobiidae;g__Callobius;s__Callobius bennetti
cb16b3256f9c3c571ffc7ff1ff7992eb	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Ablabesmyia
cb16e013feb0d8c93ce89584fc22aa12	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Coquillettidia;s__Coquillettidia perturbans
cb1b0b75e6ceee7a186e912c9587fa6b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae
cb2fc3a675eee70bad5a32e9be746bd8	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Coleophoridae;g__Coleophora
cb4382a141699f36b34cf7a6b1d8dfea	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cb4dfd027412d943f315203c4f30b0e9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Pediciidae;g__Pedicia
cb4f32f00a1d0e9551f200ca3bf975e0	k__Animalia;p__Arthropoda;c__Insecta
cb54d241a9ca27a6b1612898ad8bfd9a	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae;g__Phytocoris
cb5e62b1aac54955769d0e6a7187bad0	k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Tettigoniidae;g__Scudderia
cb6386004f9a172b4ee3986a00323de8	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cb63b34c5bf8629dfb112764f8ae183e	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Dasydemellidae;g__Teliapsocus
cb66df50cde69bd09cd36cafcc47785c	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cb699d88ab609b395360af16f9ded122	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cb6b7685734c7572cdb32887cd8373b4	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Phyllophaga;s__Phyllophaga hirticula
cb74baa5590414169ca137d9a95a9110	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma;s__Nephrotoma ferruginea
cb84e47014dbcfcb83eea0bc64efbae4	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cleridae;g__Cymatodera
cb864581a5bf531e0fa6582d5cfc01e9	k__Animalia;p__Arthropoda;c__Insecta
cb89d300c860697c036a02258f1059c9	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Tetragnathidae;g__Tetragnatha;s__Tetragnatha shoshone
cb94f133418e18fb14a78892383ec3e8	k__Animalia;p__Arthropoda
cb98238ea1e00ab1e5b56b81a2465415	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
cb9ab2979cad9fe3cdc678456ed0754a	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus
cb9ef9bdbd26638220a78d86aec4e878	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cbb5258f51153d4e6e7d1ae602a00104	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
cbc5892a5e98f50e7e2c3e07739dfc71	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Cyme;s__Cyme sp. USNM1
cbcc7f68aa59082f013acf081b639cac	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Tipula
cbcfa4a708f2a20f460684451be5ee5d	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Platycentropus;s__Platycentropus radiatus
cbd97ca0eb4bb4e3227aecb9491cd1d3	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae
cbea969e4a846d8f3a13ba8328f567a5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Antocha
cbf542f094c3779f0020d7aa98b469d7	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Procladius
cbfe1f5731a47c3059e612a1976224bc	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tachinidae;g__Senometopia;s__Senometopia Shima02 n. sp.
cc000b61e86906be41b7a8c710f15227	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Eukiefferiella
cc13015b9c63b70e2a8879a1280b8ec3	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cc1e6be677fb4acce81fb414d412b4ae	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Chironomus
cc23933fe99e3684ed703a3d12e3aab0	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Oncopsis
cc24ada4ad4f6896ed177f67630c46d2	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cc3f00eedcd1eb93dd1dcc9086d4a720	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemeridae;g__Hexagenia;s__Hexagenia limbata
cc4407cdf9d56018d8fd036b590d8806	k__Animalia;p__Arthropoda
cc4d83b48bf95c6e9fe518a7ebf02cc2	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Phyllophaga;s__Phyllophaga hirticula
cc4f5b310980f79430d2a6087e65a9ed	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Symplecta
cc573bff72c79586d671951a06b8fc2c	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Caeciliusidae;g__Valenzuela;s__Valenzuela flavidus
cc57cae9d9c971a6574b6321e8009d63	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cc5e6ea17a2d8c490868d45f9eb0f240	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Phtheochroa
cc62027a9323bd08969264ea15b5b12d	k__Animalia;p__Arthropoda
cc62a77afe1c18a9bc8bc9271c4ae74d	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Chrysomelidae;g__Acalymma;s__Acalymma vittatum
cc64bf091b95986294ca4c24eff51bba	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana
cc685ad153cb1bf2e15ca01d5e4a710b	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Siphlonuridae;g__Siphlonurus;s__Siphlonurus alternatus
cc69f58946e26ae606c39129464c9648	k__Animalia;p__Arthropoda;c__Insecta
cc7af634cda274c4fbbb3df9ae1bd737	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Symplecta
cc7bbb8a3e03805cc49fc6e6a7ab3c74	k__Animalia;p__Arthropoda;c__Insecta
cc7e1a2881ba41b6149ce92141a30732	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Rhipidia
cc84285bdccef4c963084b437cae7d97	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Tenebrionidae;g__Isomira;s__Isomira quadristriata
cc989fa173e4eb6b0eabee04f6390e23	k__Animalia;p__Arthropoda;c__Insecta
cc98d8978de5030a895477784ddd0069	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Tipula
cc9a84b07e625a2ce571edf6dffb94b2	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Aphididae;g__Pemphigus;s__Pemphigus bursarius
cc9b845986e156d05a656c601e0d39e7	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma;s__Nephrotoma ferruginea
cca59d1fc6c167b2de7fa79089de6bab	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Leptoceridae;g__Ceraclea;s__Ceraclea maculata
ccaa21112063735d2fb00405881fd262	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
ccb0c1ab0a586b815a52010370c4acad	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana
ccce1e76ecd277463d3c2eefb5260e8b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae
ccf44659fd82429b6de84ce5a983ebd7	k__Animalia;p__Arthropoda;c__Insecta
ccf9e35f508d6a1404d14e17fb573b6d	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cd16ae293809904104382d9f4b342d40	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Tanytarsus
cd187389f7b18942c83e2f6399747fb6	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cd1f367e45c6d3beba2706dec9c2e03c	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Dictynidae;g__Emblyna;s__Emblyna annulipes
cd21f291f6964b233c44fa881b89340b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae
cd23b0606591da7e282b3bbec340ca7c	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cd23e870a31ac6f28d2aca0d5de5beef	k__Animalia;p__Arthropoda;c__Insecta
cd28c31ced15c3c2a7d5b1bc0de0bf2a	k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Tettigoniidae;g__Lamecosoma;s__Lamecosoma inermis
cd2bd59bddb64a333756633be88c6481	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus;s__Melanotus hyslopi
cd30f52b176100c0179ba0dcccf9d8f8	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lasiocampidae;g__Tolype
cd342762489e4a82c86fe6db74746fc6	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Silphidae;g__Nicrophorus;s__Nicrophorus pustulatus
cd3c228b52d158b87b0135fcfec5a90d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Scathophagidae;g__Scathophaga
cd40fbd5cafd58ad74bba259d19d83d1	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__Lutzomyia;s__Lutzomyia longipalpis
cd4c01dd33cf763acb4e692c17d3e87a	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Netelia
cd5253e45d3b941cb0e8c0cecf1f93f5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Anisopodidae;g__Sylvicola
cd5f9c7dbc18d879582270a932f2bab9	k__Animalia;p__Arthropoda;c__Arachnida;o__Trombidiformes;f__Pionidae;g__Piona
cd65bea713a2d745c8f6cb097123b5e6	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana
cd6e74ba727ca76f7efd9eacb861cecf	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cd786c7122241e30d79fa09188ab3cd1	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Xenochironomus
cd932cf4f4b2023f5b268e86b11f97c1	k__Animalia;p__Arthropoda;c__Insecta
cd9657b1d0db823108749b89328a90f4	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cd9f4285352919eaa43796e2b66a655a	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cda7e480ac8114ff153a41b7c38b1e3a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Heleomyzidae;g__Heleomyza
cdaa85ef66c543c6a274f92e3d8ed05c	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Phtheochroa
cdc910fdba9d3edde0c0927be5663af6	k__Animalia;p__Arthropoda;c__Insecta
cdd586ce71066377e978ef59f5a654d6	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Dicrotendipes;s__Dicrotendipes tritomus
cdd78df2ec7a6e61a6dea2a93db2c56d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Greenomyia
cdec6c36892e51e4a42b814eb23da811	k__Animalia;p__Arthropoda;c__Insecta
cdfa5eb6577be7b265c083f0d03ba8e5	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Macrostemum;s__Macrostemum zebratum
cdffa57c6b479dd6a66ab03d87528904	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius memnonius
ce09a904effcdf415393b629d487c0ad	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Ptinidae;g__Ptinus
ce09cd863f1fb9e695116b7d497d75be	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
ce182a173a036c636c1be81d37691f91	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Hypena;s__Hypena scabra
ce18b0e2891435c1ff502095d46f1e17	k__Animalia;p__Arthropoda;c__Insecta
ce1c91c45d2bd1d3563035f85ceeb3a4	k__Animalia;p__Arthropoda;c__Insecta;o__Neuroptera;f__Coniopterygidae
ce21f38f65cc1dad1af9253f9a4e3000	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Empididae;g__Rhamphomyia
ce221d199afa16a77cdefbf9a7d741a8	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Dipseudopsidae;g__Phylocentropus;s__Phylocentropus placidus
ce25029863e26baf070a390d3b98d149	k__Animalia;p__Arthropoda;c__Insecta
ce254eed9e28dc26c9f702f94b614f23	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Baetidae;g__Callibaetis;s__Callibaetis pretiosus
ce29be215b21b76ea590b8feec3af66a	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
ce3053d0e9fe1ff2f975b3e7b993f92e	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Cnephasia
ce337bcbf9c77092242ff96a15e42f8c	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Philodromidae;g__Philodromus
ce34ad9f8577e432e368c1567145912e	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus;s__Melanotus hyslopi
ce3a2c5a3ff26091d54ad10863bce668	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus;s__Chaoborus punctipennis
ce3bf28875a9b964abf9a58a0bcbe649	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
ce3d4e25c510315fcd9b1f0f754e883d	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Psocidae;g__Metylophorus;s__Metylophorus novaescotiae
ce3fa9213024bf4dba62cf1124a3fbc2	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Grapholita;s__Grapholita eclipsana
ce42747df732b601ae68ca8aa7bbdfc4	k__Animalia;p__Arthropoda;c__Insecta
ce4ea6cfdab5c08e39f79bcd9dff0eab	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
ce51a3dc11b2edbf3fff3e1b394816e5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae
ce52f9cfa40213c8a31c57694b57c1e5	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Argyrotaenia;s__Argyrotaenia mariana
ce65731b98b92714edb497ffe789d487	k__Animalia;p__Arthropoda;c__Insecta
ce69665e7d7ed294fe499a9c7fb318e7	k__Animalia;p__Arthropoda;c__Arachnida;o__Trombidiformes;f__Pionidae;g__Forelia
ce6e4f57d325248932031622843cf83b	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Caenidae;g__Caenis
ce74fedc8736094f8466afd6ca1219be	k__Animalia;p__Arthropoda;c__Insecta
ce797d6c2359b31c5bd523971a8afe9a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Muscidae;g__Phaonia
ce8176c0e286d6c9b0e6f7dfdcea8376	k__Animalia;p__Arthropoda;c__Insecta
ce933d930d5d4e2af664595c12a57ceb	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Cheumatopsyche
ce935d5ef5c8518a0bb6ad67249a9a53	k__Animalia;p__Arthropoda;c__Insecta;o__Mecoptera;f__Bittacidae;g__Bittacus;s__Bittacus pilicornis
ce9f524dd2d53f7965f0ffe8e61a6441	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
ce9fc04d91596da6395c4c35eb8bddcf	k__Animalia;p__Arthropoda;c__Insecta
ceab36ffb36761be838dc5cae84cfe5b	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Macaria
ceb18b389876e2e14325ee70bff24d8e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Chironomus
ceb60f3bf12bcad41e18c25c67dc0154	k__Animalia;p__Arthropoda;c__Insecta
ceb6ab8e572802e8bcaf1a6f06c90c05	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Pseudotelphusa
cebd2dfbdd17dc88e2755c4b1265e860	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Phryganeidae;g__Agrypnia;s__Agrypnia vestita
cec8c9d7b504a15357fb1e3bd37d6b01	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
cedce456e2f474fb11f75db2fa606ff7	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Vespidae;g__Vespula;s__Vespula consobrina
cedd1f0934801b9e02609f980421026f	k__Animalia;p__Arthropoda;c__Insecta
cee673cf81e7198a170e6e592b4a32b0	k__Animalia;p__Arthropoda;c__Insecta
cef7fa4c6b19791fd99bbc38b68470ef	k__Animalia;p__Arthropoda;c__Insecta
cefee23894fbd562dd51172ab13fe698	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae
cf050647bcca4503c23bf202c99ba30c	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Syndemis;s__Syndemis afflictana
cf0fa3466d14942c5fd7ab30cbedbc0f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Euphylidorea;s__Euphylidorea platyphallus
cf1b1032fb2911d1528c944a15888dc6	k__Animalia;p__Arthropoda;c__Arachnida;o__Trombidiformes;f__Arrenuridae;g__Arrenurus
cf3303ac5da352f4276709894e028370	k__Animalia;p__Arthropoda;c__Insecta
cf35c49c606f59e7e888fc2633dfbd8d	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae;g__Phytocoris
cf3d1389e6138ff7e6a580c222210f13	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cf49d6be69768967049b9c4b1c03139e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Ablabesmyia;s__Ablabesmyia americana
cf4cbc8343d519a21207b928f9c23103	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Polypedilum
cf576d1508b4908f6fca063f1059302c	k__Animalia;p__Arthropoda
cf5de814ef07ef620fc9d2cf4baf58f3	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus;s__Melanotus hyslopi
cf5f63b4a4204fb8d259a75211d7336a	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Argyrotaenia
cf5f65bf39db4d0c0692d4828d6dca05	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Hydrophilidae;g__Hydrochara;s__Hydrochara obtusata
cf628367190a025a3b229875b38ac9e9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Mycetophila
cf66c1a586cfc59512600250875a8b5e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Tanytarsus
cf68b0dc9e48c3163c3bd48a6c73cdd6	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Stenacron;s__Stenacron interpunctatum
cf6a15490c6f0e89edb66763c22dc365	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Pyrochroidae;g__Dendroides;s__Dendroides canadensis
cf6a45a5b4a2623862496dfc821ab11c	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Amphipsocidae;g__Polypsocus;s__Polypsocus corruptus
cf7049cc21722974209042631fb883b4	k__Animalia;p__Arthropoda;c__Insecta
cf71633aa70d03cce1cbd8e89d76b0b8	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius brevicollis
cf75f8a4e219cc6896fd65b770aab933	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cf86536c75d4fa3b5204f25b9591528e	k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Dasydemellidae;g__Teliapsocus
cf92bf70e3db84eab0083baf6c5f94bb	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Ptinidae;g__Ptinus
cf92fa459308e31592161c1e14443d78	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Stenacron
cf9a70d0c2457bc9693a9b016c23fba6	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
cfa6ef23fab52ccdc34642c57ebdcb8c	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
cfa7f97683472f68fc92686ed1c00466	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Polypedilum
cfb18f3b7027d41e21712e6aaf656952	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Xyelidae;g__Xyela
cfb620c4732af49213518efc896a8071	k__Animalia;p__Arthropoda;c__Insecta
cfbfd02ca246339a550c06705f00cf25	k__Animalia;p__Arthropoda;c__Insecta
cfd2593d4c317676aa388c7da6fd3757	k__Animalia;p__Arthropoda;c__Insecta
cfe9cfd537498739efa835675655623b	k__Animalia;p__Arthropoda;c__Insecta;o__Blattodea;f__Blattidae;g__Periplaneta;s__Periplaneta fuliginosa
cfea2d5bb30d896c99170068170f6640	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Enicospilus
cfea8230925a5ce9392c4d7e3ab19979	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
cfecd8438b11c1851586dd08fbf448a8	k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Tettigoniidae;g__Lamecosoma;s__Lamecosoma inermis
cff3a8e4272738ed346f74fcd20f5e8a	k__Animalia;p__Arthropoda;c__Insecta
cff52ef5ad694722e015bf811ce29678	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Cheilotrichia;s__Cheilotrichia stigmatica
cff564af7fffac3b2b8083343e4945c7	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae
cffdee212717ff1df1be8a705575b0f2	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Enicospilus
d0005ba3ccde070880ce6c42c3fc5b81	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus;s__Melanotus hyslopi
d01157e538869143bee4c45bc99a337a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Asilidae
d013af0a0f66cded66e7fcf30fee2886	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Cheilotrichia;s__Cheilotrichia stigmatica
d01cf979b28701e61b5244ac9773f404	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
d02380af0ac216691424fa9fb51f239e	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
d02789404c559b5a5b6c115264fed74d	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
d02fc7015c961424be6b361f7862afdd	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius memnonius
d052be7d6c7ce824f90b9d6cb31a05e1	k__Animalia;p__Arthropoda
d0588e2705719e1409254b35fbbee149	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
d0632816da27e14870b0cc2580e63353	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Sphingidae
d065f5b39303e010a49f82bb2013f12d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma;s__Nephrotoma ferruginea
d068f8d5c31e07c88143cda365e014c7	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera
d07be2afdd6673572b82ad96d33b4b85	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Sciaridae;g__Sciara
d07bfdf8298293e9db58795d2f242963	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Chironomus;s__Chironomus acidophilus
d082150199239174d85eabf2befad909	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemerellidae;g__Eurylophella
d0827c660a445117fb63f764cc5e054a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera
d08e827b497f76e4120ea9fddf53f89c	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Maccaffertium;s__Maccaffertium mediopunctatum
d0939ab5cfdeb2faf63a8191a729b0e4	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Idia;s__Idia americalis
d09ef41d1622e1fea5270ef0b6b8617e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
d0a5c76df6793d8f3c87b3e332bfd143	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Fanniidae;g__Fannia
d0a9d0a9f100e916ae54606b78088534	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tachinidae;g__Panzeria;s__Panzeria platycarina
d0ae6517e9c9c5658d868e3cfb028c8f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae;g__Nemapogon;s__Nemapogon acapnopennella
d0c234eca800576557c2d0218bcf0109	k__Animalia;p__Arthropoda;c__Insecta
d0cab4c9a035b212f546f38ad46075b4	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana
