Sample Name,Sample title,BioProject accession,Organism,host,isolation source,collection date,geographic location,latitude and longitude,library,sample type,isolate
oro162520,oro162520,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162520
oro162521,oro162521,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162521
oro162522,oro162522,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162522
oro162523,oro162523,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162523
oro162524,oro162524,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162524
oro162525,oro162525,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162525
oro162526,oro162526,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162526
oro162529,oro162529,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162529
oro162530,oro162530,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162530
oro162531,oro162531,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162531
oro162534,oro162534,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162534
oro162535,oro162535,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162535
oro162536,oro162536,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162536
oro162537,oro162537,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162537
oro162538,oro162538,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162538
oro162541,oro162541,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162541
oro162542,oro162542,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162542
oro162543,oro162543,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162543
oro162544,oro162544,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162544
oro162545,oro162545,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162545
oro162546,oro162546,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162546
oro162547,oro162547,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162547
oro162548,oro162548,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162548
oro162549,oro162549,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162549
oro162551,oro162551,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162551
oro162552,oro162552,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162552
oro162554,oro162554,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162554
oro162555,oro162555,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162555
oro162556a,oro162556a,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro162556a
oro162557,oro162557,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162557
oro162561,oro162561,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162561
oro162562,oro162562,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162562
oro162563,oro162563,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162563
oro162564,oro162564,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162564
oro162565,oro162565,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162565
oro162566,oro162566,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162566
oro162567,oro162567,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162567
oro162568,oro162568,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162568
oro162570,oro162570,PRJNA518082,not collected,not collected,feces metagenome,2016-10-01,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162570
oro162571,oro162571,PRJNA518082,not collected,not collected,feces metagenome,2016-10-01,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162571
oro162572,oro162572,PRJNA518082,not collected,not collected,feces metagenome,2016-10-01,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162572
oro162573,oro162573,PRJNA518082,not collected,not collected,feces metagenome,2016-10-01,USA: Maple Hill Hollis NH,not applicable,libD,sample,oro162573
oro162654,oro162654,PRJNA518082,not collected,not collected,feces metagenome,2016-08-26,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162654
oro162655,oro162655,PRJNA518082,not collected,not collected,feces metagenome,2016-08-26,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162655
oro162656,oro162656,PRJNA518082,not collected,not collected,feces metagenome,2016-08-26,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162656
oro162657,oro162657,PRJNA518082,not collected,not collected,feces metagenome,2016-08-26,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162657
oro162658,oro162658,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162658
oro162659,oro162659,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162659
oro162660,oro162660,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162660
oro162661,oro162661,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162661
oro162662,oro162662,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162662
oro162663,oro162663,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162663
oro162664,oro162664,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162664
oro162665,oro162665,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162665
oro162666,oro162666,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162666
oro162667,oro162667,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162667
oro162668,oro162668,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162668
oro162669,oro162669,PRJNA518082,not collected,not collected,feces metagenome,2016-09-02,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162669
oro162670,oro162670,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162670
oro162671,oro162671,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162671
oro162672,oro162672,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162672
oro162673,oro162673,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162673
oro162674,oro162674,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162674
oro162675,oro162675,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162675
oro162676,oro162676,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162676
oro162677,oro162677,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162677
oro162678,oro162678,PRJNA518082,not collected,not collected,feces metagenome,2016-09-09,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162678
oro162685,oro162685,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162685
oro162689,oro162689,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162689
oro162690,oro162690,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162690
oro162691,oro162691,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162691
oro162692,oro162692,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162692
oro162693,oro162693,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162693
oro162694,oro162694,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162694
oro162695,oro162695,PRJNA518082,not collected,not collected,feces metagenome,2016-09-16,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162695
oro162696,oro162696,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162696
oro162697,oro162697,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162697
oro162698,oro162698,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162698
oro162699,oro162699,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162699
oro162700,oro162700,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162700
oro162701,oro162701,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162701
oro162702,oro162702,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162702
oro162703,oro162703,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162703
oro162704,oro162704,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162704
oro162705,oro162705,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162705
oro162706,oro162706,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162706
oro162707,oro162707,PRJNA518082,not collected,not collected,feces metagenome,2016-09-25,USA: Brown Lane Hollis NH,not applicable,libD,sample,oro162707
oro162734,oro162734,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162734
oro162735,oro162735,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162735
oro162736,oro162736,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162736
oro162737,oro162737,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162737
oro162738,oro162738,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162738
oro162739,oro162739,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162739
oro162740,oro162740,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162740
oro162741,oro162741,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162741
oro162742,oro162742,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162742
oro162743,oro162743,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162743
oro162744,oro162744,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162744
oro162745,oro162745,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Canterbury NH,not applicable,libD,sample,oro162745
oro162746,oro162746,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Canterbury NH,not applicable,libD,sample,oro162746
oro162747,oro162747,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Canterbury NH,not applicable,libD,sample,oro162747
oro162748,oro162748,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Canterbury NH,not applicable,libD,sample,oro162748
oro162749,oro162749,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Canterbury NH,not applicable,libD,sample,oro162749
oro162751,oro162751,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Canterbury NH,not applicable,libD,sample,oro162751
oro162754,oro162754,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Canterbury NH,not applicable,libD,sample,oro162754
oro162757,oro162757,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Canterbury NH,not applicable,libD,sample,oro162757
oro162759,oro162759,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162759
oro162762,oro162762,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162762
oro162763,oro162763,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162763
oro162764,oro162764,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162764
oro162765,oro162765,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162765
oro162766,oro162766,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162766
oro162767,oro162767,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162767
oro162768,oro162768,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162768
oro162769,oro162769,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Canterbury NH,not applicable,libD,sample,oro162769
oro162770,oro162770,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162770
oro162771,oro162771,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162771
oro162773,oro162773,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162773
oro162774,oro162774,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162774
oro162775,oro162775,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162775
oro162776,oro162776,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162776
oro162777,oro162777,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162777
oro162778,oro162778,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162778
oro162779,oro162779,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162779
oro162780,oro162780,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162780
oro162781,oro162781,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162781
oro162782,oro162782,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162782
oro162784,oro162784,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162784
oro162785,oro162785,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162785
oro162786,oro162786,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162786
oro162787,oro162787,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162787
oro162788,oro162788,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162788
oro162789,oro162789,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162789
oro162790,oro162790,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162790
oro162791,oro162791,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162791
oro162792,oro162792,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162792
oro162793,oro162793,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162793
oro162795,oro162795,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Canterbury NH,not applicable,libD,sample,oro162795
oro162796,oro162796,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162796
oro162797,oro162797,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162797
oro162798,oro162798,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162798
oro162799,oro162799,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162799
oro162800,oro162800,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162800
oro162801,oro162801,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162801
oro162802,oro162802,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162802
oro162803,oro162803,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162803
oro162804,oro162804,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162804
oro162806,oro162806,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162806
oro162807,oro162807,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Canterbury NH,not applicable,libD,sample,oro162807
oro162808,oro162808,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162808
oro162809,oro162809,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162809
oro162810,oro162810,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162810
oro162811,oro162811,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162811
oro162812,oro162812,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162812
oro162813,oro162813,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162813
oro162814,oro162814,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162814
oro162815,oro162815,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162815
oro162817,oro162817,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162817
oro162818,oro162818,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162818
oro162819,oro162819,PRJNA518082,not collected,not collected,feces metagenome,2016-08-07,USA: Canterbury NH,not applicable,libD,sample,oro162819
oro162820,oro162820,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162820
oro162821,oro162821,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162821
oro162822,oro162822,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162822
oro162823,oro162823,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162823
oro162824,oro162824,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162824
oro162825,oro162825,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162825
oro162826,oro162826,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162826
oro162827,oro162827,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162827
oro162828,oro162828,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162828
oro162829,oro162829,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162829
oro162830,oro162830,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162830
oro162831,oro162831,PRJNA518082,not collected,not collected,feces metagenome,2016-08-15,USA: Canterbury NH,not applicable,libD,sample,oro162831
oro162832,oro162832,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162832
oro162833,oro162833,PRJNA518082,not collected,not collected,feces metagenome,not recorded,USA: Canterbury NH,not applicable,libD,sample,oro162833
oro162834,oro162834,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162834
oro162835,oro162835,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162835
oro162838,oro162838,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162838
oro162839,oro162839,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162839
oro162840,oro162840,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162840
oro162841,oro162841,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162841
oro162842,oro162842,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162842
oro162843,oro162843,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162843
oro162845,oro162845,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Fairfield ME,not applicable,libC,sample,oro162845
oro162846,oro162846,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162846
oro162847,oro162847,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162847
oro162848,oro162848,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162848
oro162849,oro162849,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162849
oro162850,oro162850,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162850
oro162852,oro162852,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162852
oro162853,oro162853,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162853
oro162855,oro162855,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162855
oro162856,oro162856,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162856
oro162857,oro162857,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Fairfield ME,not applicable,libC,sample,oro162857
oro162859,oro162859,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162859
oro162860,oro162860,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162860
oro162862,oro162862,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162862
oro162863,oro162863,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162863
oro162865,oro162865,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162865
oro162866,oro162866,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162866
oro162867,oro162867,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162867
oro162868,oro162868,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162868
oro162869,oro162869,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162869
