Sample Name,Sample title,BioProject accession,Organism,host,isolation source,collection date,geographic location,latitude and longitude,library,sample type,isolate
bri160406,bri160406,PRJNA518082,not collected,not collected,feces metagenome,2016-07-28,USA: Ely Mine VT,not applicable,libD,sample,bri160406
oro160406,oro160406,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160406
bri160407,bri160407,PRJNA518082,not collected,not collected,feces metagenome,2016-07-28,USA: Ely Mine VT,not applicable,libD,sample,bri160407
oro160407,oro160407,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160407
bri160408,bri160408,PRJNA518082,not collected,not collected,feces metagenome,2016-07-28,USA: Ely Mine VT,not applicable,libD,sample,bri160408
oro160408,oro160408,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160408
bri160409,bri160409,PRJNA518082,not collected,not collected,feces metagenome,2016-07-28,USA: Ely Mine VT,not applicable,libD,sample,bri160409
oro160409,oro160409,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160409
bri160410,bri160410,PRJNA518082,not collected,not collected,feces metagenome,2016-07-28,USA: Ely Mine VT,not applicable,libD,sample,bri160410
oro160410,oro160410,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160410
bri160411,bri160411,PRJNA518082,not collected,not collected,feces metagenome,2016-07-28,USA: Ely Mine VT,not applicable,libD,sample,bri160411
oro160411,oro160411,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160411
oro160412,oro160412,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160412
bri160412,bri160412,PRJNA518082,not collected,not collected,feces metagenome,2016-07-28,USA: Ely Mine VT,not applicable,libD,sample,bri160412
oro160413,oro160413,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160413
oro160414,oro160414,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160414
oro160415,oro160415,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160415
oro160416,oro160416,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160416
oro160417,oro160417,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160417
oro160418,oro160418,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160418
oro160419,oro160419,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160419
oro160420,oro160420,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160420
oro160421,oro160421,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160421
oro160422,oro160422,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160422
oro160423,oro160423,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160423
oro160424,oro160424,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160424
oro160425,oro160425,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160425
oro160426,oro160426,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160426
oro160427,oro160427,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160427
oro160428,oro160428,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160428
oro160429,oro160429,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160429
oro160430,oro160430,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160430
oro160431,oro160431,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160431
oro160434,oro160434,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160434
oro160435,oro160435,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160435
oro160436,oro160436,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160436
oro160437,oro160437,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160437
oro160438,oro160438,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160438
oro160439,oro160439,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160439
oro160440,oro160440,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160440
oro160441,oro160441,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160441
oro160442,oro160442,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160442
oro160443,oro160443,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160443
oro160444,oro160444,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160444
oro160445,oro160445,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160445
oro160446,oro160446,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160446
oro160447,oro160447,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160447
oro160448,oro160448,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160448
oro160449,oro160449,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160449
oro160450,oro160450,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160450
oro160451,oro160451,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160451
oro160452,oro160452,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160452
oro160453,oro160453,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160453
oro160454,oro160454,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160454
oro160455,oro160455,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160455
oro160456,oro160456,PRJNA518082,not collected,not collected,feces metagenome,2016-05-26,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160456
oro160458,oro160458,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160458
oro160459,oro160459,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160459
oro160460,oro160460,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160460
oro160461,oro160461,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160461
oro160462,oro160462,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160462
oro160463,oro160463,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160463
oro160464,oro160464,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160464
oro160466,oro160466,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160466
oro160467,oro160467,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160467
oro160469,oro160469,PRJNA518082,not collected,not collected,feces metagenome,2016-06-04,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160469
oro160470,oro160470,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160470
oro160471,oro160471,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160471
oro160472,oro160472,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160472
oro160473,oro160473,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160473
oro160474,oro160474,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160474
oro160475,oro160475,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160475
oro160476,oro160476,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160476
oro160477,oro160477,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160477
oro160478,oro160478,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160478
oro160480,oro160480,PRJNA518082,not collected,not collected,feces metagenome,2016-06-10,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160480
oro160484,oro160484,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160484
oro160485,oro160485,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160485
oro160486,oro160486,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160486
oro160487,oro160487,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160487
oro160488,oro160488,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160488
oro160489,oro160489,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160489
oro160490,oro160490,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160490
oro160491,oro160491,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160491
oro160492,oro160492,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160492
oro160493,oro160493,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160493
oro160494,oro160494,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160494
oro160495,oro160495,PRJNA518082,not collected,not collected,feces metagenome,2016-06-18,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160495
oro160497,oro160497,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160497
oro160498,oro160498,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160498
oro160499,oro160499,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160499
oro160500,oro160500,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160500
oro160501,oro160501,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160501
oro160502,oro160502,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160502
oro160503,oro160503,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160503
oro160505,oro160505,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160505
oro160506,oro160506,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160506
oro160507,oro160507,PRJNA518082,not collected,not collected,feces metagenome,2016-06-25,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160507
oro160508,oro160508,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160508
oro160509,oro160509,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160509
oro160510,oro160510,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160510
oro160511,oro160511,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160511
oro160512,oro160512,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160512
oro160513,oro160513,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160513
oro160514,oro160514,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160514
oro160515,oro160515,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160515
oro160516,oro160516,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160516
oro160517,oro160517,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160517
oro160518,oro160518,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160518
oro160519,oro160519,PRJNA518082,not collected,not collected,feces metagenome,2016-07-03,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160519
oro160520,oro160520,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160520
oro160521,oro160521,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160521
oro160522,oro160522,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160522
oro160523,oro160523,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160523
oro160524,oro160524,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160524
oro160525,oro160525,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160525
oro160526,oro160526,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160526
oro160527,oro160527,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160527
oro160528,oro160528,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160528
oro160529,oro160529,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160529
oro160530,oro160530,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160530
oro160531,oro160531,PRJNA518082,not collected,not collected,feces metagenome,2016-07-09,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160531
oro160534,oro160534,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160534
oro160535,oro160535,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160535
oro160536,oro160536,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160536
oro160537,oro160537,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160537
oro160538,oro160538,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160538
oro160539,oro160539,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160539
oro160540,oro160540,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160540
oro160541,oro160541,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160541
oro160542,oro160542,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160542
oro160543,oro160543,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160543
oro160544,oro160544,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160544
oro160545,oro160545,PRJNA518082,not collected,not collected,feces metagenome,2016-04-22,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160545
oro160546,oro160546,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160546
oro160547,oro160547,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160547
oro160548,oro160548,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160548
oro160550,oro160550,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160550
oro160551,oro160551,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160551
oro160552,oro160552,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160552
oro160553,oro160553,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160553
oro160554,oro160554,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160554
oro160555,oro160555,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160555
oro160556,oro160556,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160556
oro160557,oro160557,PRJNA518082,not collected,not collected,feces metagenome,2016-04-29,USA: Brown Lane Hollis NH,not applicable,libB,sample,oro160557
oro160558,oro160558,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160558
oro160559,oro160559,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160559
oro160560,oro160560,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160560
oro160561,oro160561,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160561
oro160562,oro160562,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160562
oro160563,oro160563,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160563
oro160564,oro160564,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160564
oro160565,oro160565,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160565
oro160566,oro160566,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160566
oro160567,oro160567,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160567
bri160568,bri160568,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Ely Mine VT,not applicable,libD,sample,bri160568
oro160568,oro160568,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160568
oro160569,oro160569,PRJNA518082,not collected,not collected,feces metagenome,2016-05-09,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160569
bri160570,bri160570,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Ely Mine VT,not applicable,libD,sample,bri160570
oro160570,oro160570,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160570
bri160571,bri160571,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Ely Mine VT,not applicable,libD,sample,bri160571
oro160571,oro160571,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160571
oro160572,oro160572,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160572
bri160572,bri160572,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Ely Mine VT,not applicable,libD,sample,bri160572
oro160573,oro160573,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160573
bri160573,bri160573,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Ely Mine VT,not applicable,libD,sample,bri160573
oro160574,oro160574,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160574
oro160575,oro160575,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160575
bri160575,bri160575,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Ely Mine VT,not applicable,libD,sample,bri160575
oro160576,oro160576,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160576
bri160576,bri160576,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Ely Mine VT,not applicable,libD,sample,bri160576
oro160577,oro160577,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160577
bri160577,bri160577,PRJNA518082,not collected,not collected,feces metagenome,2016-08-22,USA: Ely Mine VT,not applicable,libD,sample,bri160577
oro160578,oro160578,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160578
bri160579,bri160579,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160579
oro160579,oro160579,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160579
bri160580,bri160580,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160580
oro160580,oro160580,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160580
bri160581,bri160581,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160581
oro160581,oro160581,PRJNA518082,not collected,not collected,feces metagenome,2016-05-15,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160581
bri160582,bri160582,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160582
bri160583,bri160583,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160583
bri160584,bri160584,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160584
oro160584,oro160584,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160584
oro160585,oro160585,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160585
bri160585,bri160585,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160585
oro160586,oro160586,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160586
bri160586,bri160586,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160586
oro160587,oro160587,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160587
bri160587,bri160587,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160587
oro160588,oro160588,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160588
bri160588,bri160588,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160588
oro160589,oro160589,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160589
bri160589,bri160589,PRJNA518082,not collected,not collected,feces metagenome,2016-08-23,USA: Ely Mine VT,not applicable,libD,sample,bri160589
oro160590,oro160590,PRJNA518082,not collected,not collected,feces metagenome,2016-05-20,USA: Maple Hill Hollis NH,not applicable,libB,sample,oro160590
