*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	SampleType	Library
oro160565		SUB5109424	not collected	2016-05-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160566		SUB5109424	not collected	2016-05-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160567		SUB5109424	not collected	2016-05-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160568		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160568		SUB5109424	not collected	2016-05-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160569		SUB5109424	not collected	2016-05-09	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160570		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160570		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160571		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160571		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160572		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160572		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160573		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160573		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160574		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160575		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160575		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160576		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160576		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160577		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160577		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160578		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160579		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160579		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160580		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160580		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160581		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160581		SUB5109424	not collected	2016-05-15	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160582		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
bri160583		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
bri160584		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160584		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160585		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160585		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160586		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160586		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160587		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160587		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160588		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160588		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160589		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160589		SUB5109424	not collected	2016-08-23	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160590		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160591		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160592		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160593		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160594		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160595		SUB5109424	not collected	2016-05-20	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160596		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160597		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160598		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160599		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
negoro05A01		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro05B03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro05C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro05D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro05E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro05F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro05G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro05H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
oro160600		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160600		SUB5109424	not collected	2016-08-24	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160601		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160601		SUB5109424	not collected	2016-08-24	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
bri160602		SUB5109424	not collected	2016-08-24	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160603		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160604		SUB5109424	not collected	2016-08-24	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160604		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160605		SUB5109424	not collected	2016-08-24	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160605		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160606		SUB5109424	not collected	2016-08-24	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160606		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160607		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160607		SUB5109424	not collected	2015-05-26	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
oro160608		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
bri160608		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
bri160609		SUB5109424	not collected	2016-08-31	not collected	not collected	not collected	Ely Mine VT	not collected	not collected	sample	libD
oro160609		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Maple Hill Hollis NH	not collected	not collected	sample	libB
