*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	SampleType	Library
negoro07G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro07H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro08B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro08D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro08F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro08G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro08H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro08H11		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro09A01		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro09C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro09D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro09E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro09F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro09G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro09H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro10B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro10D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro10E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro10F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro10G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
negoro10H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libA
oro161134		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161135		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161136		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161137		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161138		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161139		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161140		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161141		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161142		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161143		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161144		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161146		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161147		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161148		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161149		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161150		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161151		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161152		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161153		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161154		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161155		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161156		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161157		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161158		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161159		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161160		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161161		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161162		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161164		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161165		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161166		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161167		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161168		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161169		SUB5109424	not collected	2016-06-09	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161170		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161171		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161171a		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161171b		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161172		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161173		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161174		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161175		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161176		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161178		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161179		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161180		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
oro161181		SUB5109424	not collected	2016-06-17	not collected	not collected	not collected	Penacook NH	not collected	not collected	sample	libA
negoro12B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro12C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro12D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro12E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro12F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro12G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro12H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
oro161324		SUB5109424	not collected	2016-05-21	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161325		SUB5109424	not collected	2016-05-21	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161327		SUB5109424	not collected	2016-05-21	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161328		SUB5109424	not collected	2016-05-21	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161329		SUB5109424	not collected	2016-05-21	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161330		SUB5109424	not collected	2016-05-21	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161331		SUB5109424	not collected	2016-05-21	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161334		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161335		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161336		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161337		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161338		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161339		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161340		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161341		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161342		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161343		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161344		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161345		SUB5109424	not collected	2016-05-24	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161346		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161347		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161348		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161349		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161350		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161351		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161352		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161353		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161354		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161355		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161356		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161357		SUB5109424	not collected	2016-06-04	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161358		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161360		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161361		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161362		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161363		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161364		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161365		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161366		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161367		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161368		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
oro161369		SUB5109424	not collected	2016-06-10	not collected	not collected	not collected	Epsom NH	not collected	not collected	sample	libA
negoro13A01		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro13B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro13C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro13D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro13E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro13F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro13G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
oro161435		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161436		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161437		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161438		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161439		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161440		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161441		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161442		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161443		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161444		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161445		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161447		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161448		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161449		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161450		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161451		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161452		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161453		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161454		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161455		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161457		SUB5109424	not collected	2016-05-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161458		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161459		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161461		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161462		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161463		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161464		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161465		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161466		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161467		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161468		SUB5109424	not collected	2016-06-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161470		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161471		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161472		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161473		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161474		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161475		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161476		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161477		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161478		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161479		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161480		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161481		SUB5109424	not collected	2016-06-11	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161484		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161485		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161486		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161487		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161488		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161489		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161490		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161491		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161492		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161493		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161494		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161495		SUB5109424	not collected	2016-06-18	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161496		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161497		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161498		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161499		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
negoro14B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro14C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro14D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro14E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro14F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro14G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
negoro14H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libB
oro161500		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161501		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161502		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161503		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161504		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161506		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161507		SUB5109424	not collected	2016-06-26	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161508		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161509		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161510		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161511		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161512		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161513		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161514		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161515		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161516		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161517		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161519		SUB5109424	not collected	2016-07-03	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libA
oro161520		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161521		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161522		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161523		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161524		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161525		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161526		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161527		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161528		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161529		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161530		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161531		SUB5109424	not collected	2016-07-13	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro161535		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161536		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161537		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161538		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161539		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161540		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161541		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161542		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161543		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161544		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161546		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161547		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161548		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161549		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161550		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161551		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161552		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161554		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161555		SUB5109424	not collected	2016-05-16	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161556		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161557		SUB5109424	not collected	2016-05-19	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161558		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161560		SUB5109424	not collected	2016-06-15	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161561		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
oro161562		SUB5109424	not collected	2016-06-02	not collected	not collected	not collected	Gilsum NH	not collected	not collected	sample	libA
