Dataset,length,lengthCounts,nObs,pObs
porter,610,2341,883979,0.00264825295623539
porter,611,2436,883979,0.00275572157257129
porter,612,2758,883979,0.00311998361952037
porter,613,2204,883979,0.00249327189899308
porter,614,5330,883979,0.00602955500074097
porter,615,4165,883979,0.00471165038988483
porter,616,1355,883979,0.00153284184352796
porter,617,2571,883979,0.00290844013262759
porter,618,3678,883979,0.00416073232508917
porter,619,2521,883979,0.00285187770297711
porter,620,1922,883979,0.00217425979576438
porter,621,4028,883979,0.00455666933264252
porter,622,2098,883979,0.00237335954813406
porter,623,2074,883979,0.00234620958190183
porter,624,3319,883979,0.00375461408019874
porter,625,2330,883979,0.00263580922171228
porter,626,2439,883979,0.00275911531835032
porter,627,3419,883979,0.00386773893949969
porter,628,2337,883979,0.00264372796186335
porter,629,2890,883979,0.00326930843379764
porter,630,6632,883979,0.00750244066883942
porter,631,3425,883979,0.00387452643105775
porter,632,9576,883979,0.0108328365266596
porter,633,5474,883979,0.00619245479813435
porter,634,2710,883979,0.00306568368705591
porter,635,2098,883979,0.00237335954813406
porter,636,3723,883979,0.0042116385117746
porter,637,3864,883979,0.00437114456338895
porter,638,2054,883979,0.00232358461004164
porter,639,3837,883979,0.00434060085137769
porter,640,1415,883979,0.00160071675910853
porter,641,2005,883979,0.00226815342898417
porter,642,2756,883979,0.00311772112233435
porter,643,1518,883979,0.00171723536418852
porter,644,2101,883979,0.00237675329391309
porter,645,2118,883979,0.00239598451999425
porter,646,2042,883979,0.00231000962692553
porter,647,1290,883979,0.00145931068498234
porter,648,2053,883979,0.00232245336144863
porter,649,2807,883979,0.00317541480057784
porter,650,2556,883979,0.00289147140373244
porter,651,2249,883979,0.00254417808567851
porter,652,1499,883979,0.00169574164092133
porter,653,1794,883979,0.00202945997585916
porter,654,3462,883979,0.0039163826289991
porter,655,7143,883979,0.0080805086998673
porter,656,2583,883979,0.0029220151157437
porter,657,13417,883979,0.0151779623724093
porter,658,294664,883979,0.33333823541057
porter,659,2846,883979,0.00321953349570521
porter,660,3858,883979,0.00436435707183089
porter,661,755,883979,0.00085409268772222
porter,662,1261,883979,0.00142650447578506
porter,663,950,883979,0.00107468616335908
porter,664,327,883979,0.000369918289914127
porter,665,916,883979,0.00103622371119676
porter,666,618,883979,0.00069911163047991
porter,667,747,883979,0.000845042698978143
porter,668,1135,883979,0.00128396715306585
porter,669,695,883979,0.000786217772141646
porter,670,910,883979,0.0010294362196387
porter,671,1115,883979,0.00126134218120566
porter,672,910,883979,0.0010294362196387
porter,673,667,883979,0.000754542811537378
porter,674,646,883979,0.000730786591084177
porter,675,645,883979,0.000729655342491168
porter,676,1643,883979,0.00185864143831471
porter,677,601,883979,0.000679880404398747
porter,678,434,883979,0.00049096188936615
porter,679,518,883979,0.000585986771178953
porter,680,635,883979,0.000718342856561072
porter,681,863,883979,0.000976267535767252
porter,682,434,883979,0.00049096188936615
porter,683,514,883979,0.000581461776806915
porter,684,780,883979,0.000882373902547459
porter,685,526,883979,0.00059503675992303
porter,686,764,883979,0.000864273925059306
porter,687,512,883979,0.000579199279620896
porter,688,646,883979,0.000730786591084177
porter,689,525,883979,0.00059390551133002
porter,690,727,883979,0.000822417727117952
porter,691,191,883979,0.000216068481264826
porter,692,142,883979,0.000160637300207358
porter,693,287,883979,0.000324668346193744
porter,694,166,883979,0.000187787266439587
porter,695,125,883979,0.000141406074126195
porter,696,312,883979,0.000352949561018983
porter,697,277,883979,0.000313355860263649
porter,698,162,883979,0.000183262272067549
porter,699,321,883979,0.00036313079835607
porter,700,275,883979,0.00031109336307763
porter,701,719,883979,0.000813367738373875
porter,702,342,883979,0.00038688701880927
porter,703,558,883979,0.000631236714899336
porter,704,289,883979,0.000326930843379764
porter,705,207,883979,0.000234168458752979
porter,706,220,883979,0.000248874690462104
porter,707,293,883979,0.000331455837751802
porter,708,601,883979,0.000679880404398747
porter,709,945,883979,0.00106902992039404
porter,710,308,883979,0.000348424566646945
porter,711,136,883979,0.0001538498086493
porter,712,72,883979,8.14498986966885e-05
porter,713,284,883979,0.000321274600414716
porter,714,170,883979,0.000192312260811626
porter,715,245,883979,0.000277155905287343
porter,716,193,883979,0.000218330978450846
porter,717,454,883979,0.000513586861226341
porter,718,234,883979,0.000264712170764238
porter,719,229,883979,0.00025905592779919
porter,720,596,883979,0.000674224161433699
porter,721,103,883979,0.000116518605079985
porter,722,74,883979,8.37123958827076e-05
porter,723,563,883979,0.000636892957864384
porter,724,107,883979,0.000121043599452023
porter,725,506,883979,0.000572411788062839
porter,726,476,883979,0.000538474330272552
porter,727,264,883979,0.000298649628554524
porter,728,119,883979,0.000134618582568138
porter,729,396,883979,0.000447974442831787
porter,730,263,883979,0.000297518379961515
porter,731,389,883979,0.00044005570268072
porter,732,277,883979,0.000313355860263649
porter,733,60,883979,6.78749155805737e-05
porter,734,1183,883979,0.00133826708553031
porter,735,164,883979,0.000185524769253568
porter,736,350,883979,0.000395937007553347
porter,737,155,883979,0.000175343531916482
porter,738,174,883979,0.000196837255183664
porter,739,243,883979,0.000274893408101324
porter,740,127,883979,0.000143668571312214
porter,741,526,883979,0.00059503675992303
porter,742,127,883979,0.000143668571312214
porter,743,191,883979,0.000216068481264826
porter,744,447,883979,0.000505668121075274
porter,745,465,883979,0.000526030595749447
porter,746,283,883979,0.000320143351821706
porter,747,291,883979,0.000329193340565783
porter,748,584,883979,0.000660649178317584
porter,749,130,883979,0.000147062317091243
porter,750,181,883979,0.000204755995334731
porter,751,154,883979,0.000174212283323473
porter,752,273,883979,0.000308830865891611
porter,753,837,883979,0.000946855072349004
porter,754,237,883979,0.000268105916543266
porter,755,194,883979,0.000219462227043855
porter,756,308,883979,0.000348424566646945
porter,757,166,883979,0.000187787266439587
porter,758,250,883979,0.000282812148252391
porter,759,508,883979,0.000574674285248858
porter,760,270,883979,0.000305437120112582
porter,761,242,883979,0.000273762159508314
porter,762,1308,883979,0.00147967315965651
porter,763,262,883979,0.000296387131368505
porter,764,308,883979,0.000348424566646945
porter,765,562,883979,0.000635761709271374
porter,766,211,883979,0.000238693453125018
porter,767,259,883979,0.000292993385589477
porter,768,300,883979,0.000339374577902869
porter,769,556,883979,0.000628974217713317
porter,770,210,883979,0.000237562204532008
porter,771,341,883979,0.000385755770216261
porter,772,211,883979,0.000238693453125018
porter,773,238,883979,0.000269237165136276
porter,774,331,883979,0.000374443284286165
porter,775,202,883979,0.000228512215787932
porter,776,276,883979,0.000312224611670639
porter,777,274,883979,0.00030996211448462
porter,778,122,883979,0.000138012328347167
porter,779,303,883979,0.000342768323681897
porter,780,594,883979,0.00067196166424768
porter,781,344,883979,0.00038914951599529
porter,782,375,883979,0.000424218222378586
porter,783,369,883979,0.000417430730820529
porter,784,351,883979,0.000397068256146356
porter,785,441,883979,0.000498880629517217
porter,786,741,883979,0.000838255207420086
porter,787,441,883979,0.000498880629517217
porter,788,280,883979,0.000316749606042677
porter,789,569,883979,0.000643680449422441
porter,790,313,883979,0.000354080809611993
porter,791,694,883979,0.000785086523548636
porter,792,808,883979,0.000914048863151726
porter,793,378,883979,0.000427611968157615
porter,794,219,883979,0.000247743441869094
porter,795,704,883979,0.000796399009478732
porter,796,259,883979,0.000292993385589477
porter,797,92,883979,0.00010407487055688
porter,798,420,883979,0.000475124409064016
porter,799,286,883979,0.000323537097600735
porter,800,256,883979,0.000289599639810448
porter,801,548,883979,0.00061992422896924
porter,802,267,883979,0.000302043374333553
porter,803,257,883979,0.000290730888403458
porter,804,352,883979,0.000398199504739366
porter,805,220,883979,0.000248874690462104
porter,806,377,883979,0.000426480719564605
porter,807,412,883979,0.00046607442031994
porter,808,184,883979,0.00020814974111376
porter,809,110,883979,0.000124437345231052
porter,810,1216,883979,0.00137559828909963
porter,811,686,883979,0.00077603653480456
porter,812,490,883979,0.000554311810574686
porter,813,371,883979,0.000419693228006548
porter,814,618,883979,0.00069911163047991
porter,815,255,883979,0.000288468391217438
porter,816,493,883979,0.000557705556353714
porter,817,1165,883979,0.00131790461085614
porter,818,204,883979,0.000230774712973951
porter,819,265,883979,0.000299780877147534
porter,820,1437,883979,0.00162560422815474
porter,821,135,883979,0.000152718560056291
porter,822,731,883979,0.00082694272148999
porter,823,375,883979,0.000424218222378586
porter,824,274,883979,0.00030996211448462
porter,825,795,883979,0.000899342631442602
porter,826,2540,883979,0.00287337142624429
porter,827,107,883979,0.000121043599452023
porter,828,336,883979,0.000380099527251213
porter,829,1478,883979,0.00167198542046813
porter,830,40,883979,4.52499437203825e-05
porter,831,267,883979,0.000302043374333553
porter,832,76,883979,8.59748930687267e-05
porter,833,166,883979,0.000187787266439587
porter,834,26,883979,2.94124634182486e-05
porter,835,77,883979,8.71061416617363e-05
porter,836,90,883979,0.000101812373370861
porter,837,121,883979,0.000136881079754157
porter,838,137,883979,0.00015498105724231
porter,839,120,883979,0.000135749831161147
porter,840,163,883979,0.000184393520660559
porter,841,150,883979,0.000169687288951434
porter,842,19,883979,2.14937232671817e-05
porter,843,24,883979,2.71499662322295e-05
porter,844,107,883979,0.000121043599452023
porter,845,50,883979,5.65624296504781e-05
porter,846,28,883979,3.16749606042677e-05
porter,847,52,883979,5.88249268364972e-05
porter,848,198,883979,0.000223987221415893
porter,849,275,883979,0.00031109336307763
porter,850,225,883979,0.000254530933427152
porter,851,30,883979,3.39374577902869e-05
porter,852,300,883979,0.000339374577902869
porter,853,20,883979,2.26249718601913e-05
porter,854,28,883979,3.16749606042677e-05
porter,855,50,883979,5.65624296504781e-05
porter,856,198,883979,0.000223987221415893
porter,857,67,883979,7.57936557316407e-05
porter,858,31,883979,3.50687063832964e-05
porter,859,15,883979,1.69687288951434e-05
porter,860,105,883979,0.000118781102266004
porter,861,21,883979,2.37562204532008e-05
porter,862,97,883979,0.000109731113521928
porter,863,5,883979,5.65624296504781e-06
porter,864,273,883979,0.000308830865891611
porter,865,63,883979,7.12686613596024e-05
porter,866,14,883979,1.58374803021339e-05
porter,867,198,883979,0.000223987221415893
porter,868,111,883979,0.000125568593824061
porter,869,213,883979,0.000240955950311037
porter,870,42,883979,4.75124409064016e-05
porter,871,194,883979,0.000219462227043855
porter,872,14,883979,1.58374803021339e-05
porter,873,120,883979,0.000135749831161147
porter,874,24,883979,2.71499662322295e-05
porter,875,85,883979,9.61561304058128e-05
porter,876,14,883979,1.58374803021339e-05
porter,877,34,883979,3.84624521623251e-05
porter,878,18,883979,2.03624746741721e-05
porter,879,119,883979,0.000134618582568138
porter,880,30,883979,3.39374577902869e-05
porter,881,15,883979,1.69687288951434e-05
porter,882,267,883979,0.000302043374333553
porter,883,8,883979,9.0499887440765e-06
porter,884,22,883979,2.48874690462104e-05
porter,885,187,883979,0.000211543486892788
porter,886,88,883979,9.95498761848415e-05
porter,887,8,883979,9.0499887440765e-06
porter,888,23,883979,2.60187176392199e-05
porter,889,3,883979,3.39374577902869e-06
porter,890,37,883979,4.18561979413538e-05
porter,891,349,883979,0.000394805758960337
porter,892,14,883979,1.58374803021339e-05
porter,893,21,883979,2.37562204532008e-05
porter,894,237,883979,0.000268105916543266
porter,895,10,883979,1.13124859300956e-05
porter,896,23,883979,2.60187176392199e-05
porter,897,15,883979,1.69687288951434e-05
porter,898,95,883979,0.000107468616335908
porter,899,33,883979,3.73312035693156e-05
porter,900,780,883979,0.000882373902547459
porter,901,8,883979,9.0499887440765e-06
porter,902,21,883979,2.37562204532008e-05
porter,903,95,883979,0.000107468616335908
porter,904,206,883979,0.00023303721015997
porter,905,190,883979,0.000214937232671817
porter,906,7,883979,7.91874015106694e-06
porter,907,24,883979,2.71499662322295e-05
porter,908,110,883979,0.000124437345231052
porter,909,49,883979,5.54311810574686e-05
porter,910,240,883979,0.000271499662322295
porter,911,84,883979,9.50248818128032e-05
porter,912,394,883979,0.000445711945645768
porter,913,5,883979,5.65624296504781e-06
porter,914,16,883979,1.8099977488153e-05
porter,915,22,883979,2.48874690462104e-05
porter,916,7,883979,7.91874015106694e-06
porter,917,168,883979,0.000190049763625606
porter,918,16,883979,1.8099977488153e-05
porter,919,10,883979,1.13124859300956e-05
porter,920,81,883979,9.16311360337746e-05
porter,921,36,883979,4.07249493483442e-05
porter,922,280,883979,0.000316749606042677
porter,923,42,883979,4.75124409064016e-05
porter,924,100,883979,0.000113124859300956
porter,925,64,883979,7.2399909952612e-05
porter,926,57,883979,6.44811698015451e-05
porter,927,18,883979,2.03624746741721e-05
porter,929,9,883979,1.01812373370861e-05
porter,930,75,883979,8.48436444757172e-05
porter,931,35,883979,3.95937007553347e-05
porter,932,17,883979,1.92312260811626e-05
porter,933,11,883979,1.24437345231052e-05
porter,934,194,883979,0.000219462227043855
porter,935,7,883979,7.91874015106694e-06
porter,936,15,883979,1.69687288951434e-05
porter,937,65,883979,7.35311585456216e-05
porter,938,13,883979,1.47062317091243e-05
porter,939,39,883979,4.41186951273729e-05
porter,940,67,883979,7.57936557316407e-05
porter,941,68,883979,7.69249043246502e-05
porter,942,91,883979,0.00010294362196387
porter,943,34,883979,3.84624521623251e-05
porter,944,15,883979,1.69687288951434e-05
porter,945,20,883979,2.26249718601913e-05
porter,946,9,883979,1.01812373370861e-05
porter,947,16,883979,1.8099977488153e-05
porter,948,32,883979,3.6199954976306e-05
porter,949,9,883979,1.01812373370861e-05
porter,950,9,883979,1.01812373370861e-05
porter,951,17,883979,1.92312260811626e-05
porter,952,22,883979,2.48874690462104e-05
porter,953,12,883979,1.35749831161147e-05
porter,954,121,883979,0.000136881079754157
porter,955,8,883979,9.0499887440765e-06
porter,956,12,883979,1.35749831161147e-05
porter,957,65,883979,7.35311585456216e-05
porter,958,11,883979,1.24437345231052e-05
porter,959,11,883979,1.24437345231052e-05
porter,960,184,883979,0.00020814974111376
porter,961,7,883979,7.91874015106694e-06
porter,962,40,883979,4.52499437203825e-05
porter,963,107,883979,0.000121043599452023
porter,964,29,883979,3.28062091972773e-05
porter,965,23,883979,2.60187176392199e-05
porter,966,70,883979,7.91874015106694e-05
porter,967,51,883979,5.76936782434877e-05
porter,968,34,883979,3.84624521623251e-05
porter,969,166,883979,0.000187787266439587
porter,970,21,883979,2.37562204532008e-05
porter,971,19,883979,2.14937232671817e-05
porter,972,32,883979,3.6199954976306e-05
porter,973,26,883979,2.94124634182486e-05
porter,974,26,883979,2.94124634182486e-05
porter,975,51,883979,5.76936782434877e-05
porter,976,11,883979,1.24437345231052e-05
porter,977,14,883979,1.58374803021339e-05
porter,978,94,883979,0.000106337367742899
porter,979,6,883979,6.78749155805737e-06
porter,980,133,883979,0.000150456062870272
porter,981,36,883979,4.07249493483442e-05
porter,982,382,883979,0.000432136962529653
porter,983,36,883979,4.07249493483442e-05
porter,984,95,883979,0.000107468616335908
porter,985,139,883979,0.000157243554428329
porter,986,76,883979,8.59748930687267e-05
porter,987,13,883979,1.47062317091243e-05
porter,988,7,883979,7.91874015106694e-06
porter,989,99,883979,0.000111993610707947
porter,990,41,883979,4.63811923133921e-05
porter,991,40,883979,4.52499437203825e-05
porter,992,9,883979,1.01812373370861e-05
porter,993,74,883979,8.37123958827076e-05
porter,994,115,883979,0.0001300935881961
porter,995,10,883979,1.13124859300956e-05
porter,996,134,883979,0.000151587311463281
porter,997,21,883979,2.37562204532008e-05
porter,998,6,883979,6.78749155805737e-06
porter,999,16,883979,1.8099977488153e-05
porter,1000,61,883979,6.90061641735833e-05
porter,1001,12,883979,1.35749831161147e-05
porter,1002,11,883979,1.24437345231052e-05
porter,1003,9,883979,1.01812373370861e-05
porter,1004,75,883979,8.48436444757172e-05
porter,1005,25,883979,2.82812148252391e-05
porter,1006,70,883979,7.91874015106694e-05
porter,1007,69,883979,7.80561529176598e-05
porter,1008,43,883979,4.86436894994112e-05
porter,1009,64,883979,7.2399909952612e-05
porter,1010,60,883979,6.78749155805737e-05
porter,1011,53,883979,5.99561754295068e-05
porter,1012,34,883979,3.84624521623251e-05
porter,1013,6,883979,6.78749155805737e-06
porter,1014,23,883979,2.60187176392199e-05
porter,1015,14,883979,1.58374803021339e-05
porter,1016,87,883979,9.84186275918319e-05
porter,1017,68,883979,7.69249043246502e-05
porter,1018,45,883979,5.09061866854303e-05
porter,1019,38,883979,4.29874465343634e-05
porter,1020,18,883979,2.03624746741721e-05
porter,1021,8,883979,9.0499887440765e-06
porter,1022,67,883979,7.57936557316407e-05
porter,1023,362,883979,0.000409511990669462
porter,1024,16,883979,1.8099977488153e-05
porter,1025,11,883979,1.24437345231052e-05
porter,1026,99,883979,0.000111993610707947
porter,1027,21,883979,2.37562204532008e-05
porter,1028,9,883979,1.01812373370861e-05
porter,1029,9,883979,1.01812373370861e-05
porter,1030,168,883979,0.000190049763625606
porter,1031,310,883979,0.000350687063832964
porter,1032,44,883979,4.97749380924207e-05
porter,1033,47,883979,5.31686838714494e-05
porter,1034,10,883979,1.13124859300956e-05
porter,1035,81,883979,9.16311360337746e-05
porter,1036,57,883979,6.44811698015451e-05
porter,1037,16,883979,1.8099977488153e-05
porter,1038,53,883979,5.99561754295068e-05
porter,1039,3,883979,3.39374577902869e-06
porter,1040,8,883979,9.0499887440765e-06
porter,1041,36,883979,4.07249493483442e-05
porter,1042,7,883979,7.91874015106694e-06
porter,1043,36,883979,4.07249493483442e-05
porter,1044,70,883979,7.91874015106694e-05
porter,1045,49,883979,5.54311810574686e-05
porter,1046,6,883979,6.78749155805737e-06
porter,1047,39,883979,4.41186951273729e-05
porter,1048,28,883979,3.16749606042677e-05
porter,1049,56,883979,6.33499212085355e-05
porter,1050,13,883979,1.47062317091243e-05
porter,1051,80,883979,9.0499887440765e-05
porter,1052,87,883979,9.84186275918319e-05
porter,1053,27,883979,3.05437120112582e-05
porter,1054,148,883979,0.000167424791765415
porter,1055,51,883979,5.76936782434877e-05
porter,1056,349,883979,0.000394805758960337
porter,1057,185,883979,0.000209280989706769
porter,1058,1,883979,1.13124859300956e-06
porter,1059,150,883979,0.000169687288951434
porter,1060,12,883979,1.35749831161147e-05
porter,1061,8,883979,9.0499887440765e-06
porter,1062,5,883979,5.65624296504781e-06
porter,1063,2,883979,2.26249718601912e-06
porter,1064,19,883979,2.14937232671817e-05
porter,1065,120,883979,0.000135749831161147
porter,1066,8,883979,9.0499887440765e-06
porter,1067,3,883979,3.39374577902869e-06
porter,1068,106,883979,0.000119912350859014
porter,1069,50,883979,5.65624296504781e-05
porter,1070,7,883979,7.91874015106694e-06
porter,1071,20,883979,2.26249718601913e-05
porter,1072,16,883979,1.8099977488153e-05
porter,1073,6,883979,6.78749155805737e-06
porter,1074,10,883979,1.13124859300956e-05
porter,1075,22,883979,2.48874690462104e-05
porter,1076,107,883979,0.000121043599452023
porter,1077,151,883979,0.000170818537544444
porter,1078,561,883979,0.000634630460678365
porter,1079,42,883979,4.75124409064016e-05
porter,1080,41,883979,4.63811923133921e-05
porter,1081,48,883979,5.4299932464459e-05
porter,1082,50,883979,5.65624296504781e-05
porter,1083,82,883979,9.27623846267841e-05
porter,1084,43,883979,4.86436894994112e-05
porter,1085,11,883979,1.24437345231052e-05
porter,1086,17,883979,1.92312260811626e-05
porter,1087,6,883979,6.78749155805737e-06
porter,1088,30,883979,3.39374577902869e-05
porter,1089,9,883979,1.01812373370861e-05
porter,1090,2,883979,2.26249718601912e-06
porter,1091,31,883979,3.50687063832964e-05
porter,1092,9,883979,1.01812373370861e-05
porter,1093,5,883979,5.65624296504781e-06
porter,1094,33,883979,3.73312035693156e-05
porter,1095,30,883979,3.39374577902869e-05
porter,1096,29,883979,3.28062091972773e-05
porter,1097,37,883979,4.18561979413538e-05
porter,1098,100,883979,0.000113124859300956
porter,1099,149,883979,0.000168556040358425
porter,1100,135,883979,0.000152718560056291
porter,1101,12,883979,1.35749831161147e-05
porter,1102,31,883979,3.50687063832964e-05
porter,1103,26,883979,2.94124634182486e-05
porter,1104,6,883979,6.78749155805737e-06
porter,1105,15,883979,1.69687288951434e-05
porter,1106,2,883979,2.26249718601912e-06
porter,1107,339,883979,0.000383493273030242
porter,1108,68,883979,7.69249043246502e-05
porter,1109,20,883979,2.26249718601913e-05
porter,1110,29,883979,3.28062091972773e-05
porter,1111,83,883979,9.38936332197937e-05
porter,1112,7,883979,7.91874015106694e-06
porter,1113,416,883979,0.000470599414691978
porter,1114,17,883979,1.92312260811626e-05
porter,1115,80,883979,9.0499887440765e-05
porter,1116,24,883979,2.71499662322295e-05
porter,1117,8,883979,9.0499887440765e-06
porter,1118,8,883979,9.0499887440765e-06
porter,1119,60,883979,6.78749155805737e-05
porter,1120,6,883979,6.78749155805737e-06
porter,1121,13,883979,1.47062317091243e-05
porter,1122,7,883979,7.91874015106694e-06
porter,1123,2,883979,2.26249718601912e-06
porter,1124,3,883979,3.39374577902869e-06
porter,1125,7,883979,7.91874015106694e-06
porter,1126,68,883979,7.69249043246502e-05
porter,1127,5,883979,5.65624296504781e-06
porter,1128,152,883979,0.000171949786137453
porter,1129,35,883979,3.95937007553347e-05
porter,1130,17,883979,1.92312260811626e-05
porter,1131,25,883979,2.82812148252391e-05
porter,1132,7,883979,7.91874015106694e-06
porter,1133,12,883979,1.35749831161147e-05
porter,1134,12,883979,1.35749831161147e-05
porter,1135,8,883979,9.0499887440765e-06
porter,1136,14,883979,1.58374803021339e-05
porter,1137,111,883979,0.000125568593824061
porter,1138,10,883979,1.13124859300956e-05
porter,1139,17,883979,1.92312260811626e-05
porter,1140,83,883979,9.38936332197937e-05
porter,1141,9,883979,1.01812373370861e-05
porter,1142,209,883979,0.000236430955938999
porter,1143,241,883979,0.000272630910915305
porter,1144,339,883979,0.000383493273030242
porter,1145,172,883979,0.000194574757997645
porter,1146,10,883979,1.13124859300956e-05
porter,1147,208,883979,0.000235299707345989
porter,1148,10,883979,1.13124859300956e-05
porter,1149,6,883979,6.78749155805737e-06
porter,1150,6,883979,6.78749155805737e-06
porter,1151,81,883979,9.16311360337746e-05
porter,1152,69,883979,7.80561529176598e-05
porter,1153,14,883979,1.58374803021339e-05
porter,1154,5,883979,5.65624296504781e-06
porter,1155,38,883979,4.29874465343634e-05
porter,1156,11,883979,1.24437345231052e-05
porter,1157,22,883979,2.48874690462104e-05
porter,1158,23,883979,2.60187176392199e-05
porter,1159,31,883979,3.50687063832964e-05
porter,1160,9,883979,1.01812373370861e-05
porter,1161,7,883979,7.91874015106694e-06
porter,1162,10,883979,1.13124859300956e-05
porter,1163,9,883979,1.01812373370861e-05
porter,1164,51,883979,5.76936782434877e-05
porter,1165,76,883979,8.59748930687267e-05
porter,1166,34,883979,3.84624521623251e-05
porter,1167,97,883979,0.000109731113521928
porter,1168,17,883979,1.92312260811626e-05
porter,1169,15,883979,1.69687288951434e-05
porter,1170,8,883979,9.0499887440765e-06
porter,1171,169,883979,0.000191181012218616
porter,1172,183,883979,0.00020701849252075
porter,1173,108,883979,0.000122174848045033
porter,1174,5,883979,5.65624296504781e-06
porter,1175,13,883979,1.47062317091243e-05
porter,1176,13,883979,1.47062317091243e-05
porter,1177,11,883979,1.24437345231052e-05
porter,1178,9,883979,1.01812373370861e-05
porter,1179,27,883979,3.05437120112582e-05
porter,1180,83,883979,9.38936332197937e-05
porter,1181,306,883979,0.000346162069460926
porter,1182,103,883979,0.000116518605079985
porter,1183,10,883979,1.13124859300956e-05
porter,1184,34,883979,3.84624521623251e-05
porter,1185,65,883979,7.35311585456216e-05
porter,1186,19,883979,2.14937232671817e-05
porter,1187,65,883979,7.35311585456216e-05
porter,1188,16,883979,1.8099977488153e-05
porter,1189,34,883979,3.84624521623251e-05
porter,1190,99,883979,0.000111993610707947
porter,1191,175,883979,0.000197968503776673
porter,1192,35,883979,3.95937007553347e-05
porter,1193,42,883979,4.75124409064016e-05
porter,1194,143,883979,0.000161768548800367
porter,1195,63,883979,7.12686613596024e-05
porter,1196,19,883979,2.14937232671817e-05
porter,1197,337,883979,0.000381230775844223
porter,1198,42,883979,4.75124409064016e-05
porter,1199,1972,883979,0.00223082222541486
porter,1200,16,883979,1.8099977488153e-05
porter,1201,35,883979,3.95937007553347e-05
porter,1202,136,883979,0.0001538498086493
porter,1203,20,883979,2.26249718601913e-05
porter,1204,13,883979,1.47062317091243e-05
porter,1205,18,883979,2.03624746741721e-05
porter,1206,76,883979,8.59748930687267e-05
porter,1207,18,883979,2.03624746741721e-05
porter,1208,520,883979,0.000588249268364972
porter,1209,235,883979,0.000265843419357247
porter,1210,55,883979,6.22186726155259e-05
porter,1211,89,883979,0.000100681124777851
porter,1212,57,883979,6.44811698015451e-05
porter,1213,47,883979,5.31686838714494e-05
porter,1214,10,883979,1.13124859300956e-05
porter,1215,21,883979,2.37562204532008e-05
porter,1216,7,883979,7.91874015106694e-06
porter,1217,108,883979,0.000122174848045033
porter,1218,251,883979,0.0002839433968454
porter,1219,23,883979,2.60187176392199e-05
porter,1220,121,883979,0.000136881079754157
porter,1221,30,883979,3.39374577902869e-05
porter,1222,7,883979,7.91874015106694e-06
porter,1223,10,883979,1.13124859300956e-05
porter,1224,197,883979,0.000222855972822884
porter,1225,16,883979,1.8099977488153e-05
porter,1226,122,883979,0.000138012328347167
porter,1227,19,883979,2.14937232671817e-05
porter,1228,18,883979,2.03624746741721e-05
porter,1229,52,883979,5.88249268364972e-05
porter,1230,36,883979,4.07249493483442e-05
porter,1231,10,883979,1.13124859300956e-05
porter,1232,405,883979,0.000458155680168873
porter,1233,29,883979,3.28062091972773e-05
porter,1234,18,883979,2.03624746741721e-05
porter,1235,76,883979,8.59748930687267e-05
porter,1236,93,883979,0.000105206119149889
porter,1237,30,883979,3.39374577902869e-05
porter,1238,98,883979,0.000110862362114937
porter,1239,111,883979,0.000125568593824061
porter,1240,88,883979,9.95498761848415e-05
porter,1241,20,883979,2.26249718601913e-05
porter,1242,16,883979,1.8099977488153e-05
porter,1243,9,883979,1.01812373370861e-05
porter,1244,6,883979,6.78749155805737e-06
porter,1245,26,883979,2.94124634182486e-05
porter,1246,131,883979,0.000148193565684253
porter,1247,96,883979,0.000108599864928918
porter,1248,14,883979,1.58374803021339e-05
porter,1249,43,883979,4.86436894994112e-05
porter,1250,22,883979,2.48874690462104e-05
porter,1251,20,883979,2.26249718601913e-05
porter,1252,7,883979,7.91874015106694e-06
porter,1253,7,883979,7.91874015106694e-06
porter,1254,19,883979,2.14937232671817e-05
porter,1255,45,883979,5.09061866854303e-05
porter,1256,28,883979,3.16749606042677e-05
porter,1257,89,883979,0.000100681124777851
porter,1258,28,883979,3.16749606042677e-05
porter,1259,127,883979,0.000143668571312214
porter,1260,37,883979,4.18561979413538e-05
porter,1261,78,883979,8.82373902547459e-05
porter,1262,11,883979,1.24437345231052e-05
porter,1263,19,883979,2.14937232671817e-05
porter,1264,37,883979,4.18561979413538e-05
porter,1265,118,883979,0.000133487333975128
porter,1266,10,883979,1.13124859300956e-05
porter,1267,5,883979,5.65624296504781e-06
porter,1268,51,883979,5.76936782434877e-05
porter,1269,13,883979,1.47062317091243e-05
porter,1270,122,883979,0.000138012328347167
porter,1271,57,883979,6.44811698015451e-05
porter,1272,76,883979,8.59748930687267e-05
porter,1273,24,883979,2.71499662322295e-05
porter,1274,359,883979,0.000406118244890433
porter,1275,21,883979,2.37562204532008e-05
porter,1276,19,883979,2.14937232671817e-05
porter,1277,43,883979,4.86436894994112e-05
porter,1278,15,883979,1.69687288951434e-05
porter,1279,29,883979,3.28062091972773e-05
porter,1280,17,883979,1.92312260811626e-05
porter,1281,50,883979,5.65624296504781e-05
porter,1282,12,883979,1.35749831161147e-05
porter,1283,98,883979,0.000110862362114937
porter,1284,78,883979,8.82373902547459e-05
porter,1285,14,883979,1.58374803021339e-05
porter,1286,13,883979,1.47062317091243e-05
porter,1287,27,883979,3.05437120112582e-05
porter,1288,5,883979,5.65624296504781e-06
porter,1289,16,883979,1.8099977488153e-05
