SeqID,StudyID,SampleType,Library,WOY,DNAplate,Site,Date,MonthStart
oro161453,oro16,sample,libA,21,06,CNB,2016-05-26,May
oro161454,oro16,sample,libA,21,06,CNB,2016-05-26,May
oro161455,oro16,sample,libA,21,06,CNB,2016-05-26,May
oro161457,oro16,sample,libA,21,06,CNB,2016-05-26,May
oro161458,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161459,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161461,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161462,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161463,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161464,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161465,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161466,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161467,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161468,oro16,sample,libA,22,06,CNB,2016-06-03,May
oro161470,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161471,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161472,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161473,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161474,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161475,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161476,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161477,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161478,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161479,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161480,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161481,oro16,sample,libA,23,06,CNB,2016-06-11,June
oro161484,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161485,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161486,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161487,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161488,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161489,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161490,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161491,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161492,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161493,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161494,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161495,oro16,sample,libA,24,10,CNB,2016-06-18,June
oro161496,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161497,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161498,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161499,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161500,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161501,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161502,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161503,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161504,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161506,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161507,oro16,sample,libA,25,10,CNB,2016-06-26,June
oro161508,oro16,sample,libA,26,10,CNB,2016-07-03,June
oro161509,oro16,sample,libA,26,10,CNB,2016-07-03,June
oro161510,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161511,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161512,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161513,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161514,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161515,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161516,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161517,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161519,oro16,sample,libA,26,08,CNB,2016-07-03,June
oro161520,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161521,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161522,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161523,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161524,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161525,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161526,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161527,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161528,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161529,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161530,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161531,oro16,sample,libD,28,40,CNB,2016-07-13,July
oro161535,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161536,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161537,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161538,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161539,oro16,sample,libA,20,10,GIL,2016-05-19,May
oro161540,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161541,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161542,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161543,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161544,oro16,sample,libA,20,09,GIL,2016-05-19,May
oro161546,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161547,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161548,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161549,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161550,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161551,oro16,sample,libA,20,09,GIL,2016-05-19,May
oro161552,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161554,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161555,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161556,oro16,sample,libA,20,09,GIL,2016-05-19,May
oro161557,oro16,sample,libA,20,10,GIL,2016-05-19,May
oro161558,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161560,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161561,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161562,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161563,oro16,sample,libA,20,09,GIL,2016-05-19,May
oro161564,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161565,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161567,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161568,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161569,oro16,sample,libA,20,10,GIL,2016-05-19,May
oro161570,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161571,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161573,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161574,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161575,oro16,sample,libA,20,10,GIL,2016-05-19,May
oro161576,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161577,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161578,oro16,sample,libA,20,09,GIL,2016-05-16,May
oro161579,oro16,sample,libA,22,09,GIL,2016-06-02,May
oro161580,oro16,sample,libA,20,10,GIL,2016-05-19,May
oro161581,oro16,sample,libA,20,10,GIL,2016-05-19,May
oro161582,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161583,oro16,sample,libA,24,09,GIL,2016-06-15,June
oro161684,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161685,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161686,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161687,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161688,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161689,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161690,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161691,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161693,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161694,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161695,oro16,sample,libA,21,08,HOL,2016-05-25,May
oro161696,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161699,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161700,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161701,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161702,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161703,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161704,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161705,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161706,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161707,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161708,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161709,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161710,oro16,sample,libA,19,08,HOL,2016-05-11,May
oro161711,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161712,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161713,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161714,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161715,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161716,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161717,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161718,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161719,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161720,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161721,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161722,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161723,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161724,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161725,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161726,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161727,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161728,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161729,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161730,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161731,oro16,sample,libA,18,08,HOL,2016-05-04,April
oro161732,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161733,oro16,sample,libA,20,08,HOL,2016-05-18,May
oro161784,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161785,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161786,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161787,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161788,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161789,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161790,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161791,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161792,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161793,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161794,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161795,oro16,sample,libA,23,10,CHI,2016-06-08,June
oro161796,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161797,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161798,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161799,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161800,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161801,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161802,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161803,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161804,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161805,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161807,oro16,sample,libA,24,10,CHI,2016-06-17,June
oro161808,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161809,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161810,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161811,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161812,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161813,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161814,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161815,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161816,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161817,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161818,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161819,oro16,sample,libA,25,10,CHI,2016-06-24,June
oro161820,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161821,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161822,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161823,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161824,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161825,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161826,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161827,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161828,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161829,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161830,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161831,oro16,sample,libA,26,10,CHI,2016-07-01,June
oro161832,oro16,sample,libA,27,10,CHI,2016-07-06,July
oro161833,oro16,sample,libA,27,10,CHI,2016-07-06,July
oro161884,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161885,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161886,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161887,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161888,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161889,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161890,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161891,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161892,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161893,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161894,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161895,oro16,sample,libA,25,08,HOL,2016-06-22,June
oro161896,oro16,sample,libA,24,08,HOL,2016-06-15,June
oro161897,oro16,sample,libA,24,08,HOL,2016-06-15,June
oro161898,oro16,sample,libA,24,08,HOL,2016-06-15,June
oro161899,oro16,sample,libA,24,08,HOL,2016-06-15,June
oro161900,oro16,sample,libA,24,05,HOL,2016-06-15,June
oro161901,oro16,sample,libA,24,05,HOL,2016-06-15,June
oro161902,oro16,sample,libA,24,05,HOL,2016-06-15,June
oro161903,oro16,sample,libA,24,05,HOL,2016-06-15,June
oro161904,oro16,sample,libA,24,05,HOL,2016-06-15,June
oro161905,oro16,sample,libA,24,05,HOL,2016-06-15,June
oro161906,oro16,sample,libA,24,05,HOL,2016-06-15,June
oro161907,oro16,sample,libA,24,05,HOL,2016-06-15,June
oro161908,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161909,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161910,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161911,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161912,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161913,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161914,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161915,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161916,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161917,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161918,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161919,oro16,sample,libA,23,05,HOL,2016-06-08,June
oro161920,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161921,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161923,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161924,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161925,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161926,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161927,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161928,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161929,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161930,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161931,oro16,sample,libA,22,05,HOL,2016-06-01,May
oro161932,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161933,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161934,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161935,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161936,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161937,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161938,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161939,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161940,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161941,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161942,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161943,oro16,sample,libB,26,16,HOL,2016-06-29,June
oro161948,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161949,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161950,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161951,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161952,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161953,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161954,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161955,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161956,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161957,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161958,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161959,oro16,sample,libB,27,16,HOL,2016-07-06,July
oro161960,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161961,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161962,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161963,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161964,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161965,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161966,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161967,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161968,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161969,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161970,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161971,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161972,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161973,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161974,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161975,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161976,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161977,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161978,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161979,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161980,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161981,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161982,oro16,sample,libB,28,16,HOL,2016-07-13,July
oro161983,oro16,sample,libB,29,16,HOL,2016-07-20,July
oro161987,oro16,sample,libB,19,12,MAS,2016-05-12,May
oro161990,oro16,sample,libB,19,12,MAS,2016-05-12,May
oro161996,oro16,sample,libB,19,12,MAS,2016-05-12,May
oro161997,oro16,sample,libB,19,12,MAS,2016-05-12,May
oro162013,oro16,sample,libB,19,12,MAS,2016-05-12,May
oro162057,oro16,sample,libA,26,10,MAS,2016-07-03,June
oro162062,oro16,sample,libA,26,10,MAS,2016-07-03,June
oro162067,oro16,sample,libA,26,10,MAS,2016-07-03,June
oro162068,oro16,sample,libA,26,10,MAS,2016-07-03,June
oro162071,oro16,sample,libA,26,10,MAS,2016-07-03,June
oro162134,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162135,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162136,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162137,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162138,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162139,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162140,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162141,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162142,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162143,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162144,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162145,oro16,sample,libB,26,15,HOP,2016-07-03,June
oro162146,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162147,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162149,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162150,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162151,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162152,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162153,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162155,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162156,oro16,sample,libB,27,15,HOP,2016-07-10,July
oro162157,oro16,sample,libB,27,16,HOP,2016-07-10,July
oro162158,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162159,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162160,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162161,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162162,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162163,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162164,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162165,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162166,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162167,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162168,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162169,oro16,sample,libB,28,16,HOP,2016-07-17,July
oro162170,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162171,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162172,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162173,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162174,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162175,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162176,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162177,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162178,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162179,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162180,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162181,oro16,sample,libB,29,16,HOP,2016-07-24,July
oro162184,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162185,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162186,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162187,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162188,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162189,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162190,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162191,oro16,sample,libA,15,07,FOX,2016-04-14,April
oro162193,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162194,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162195,oro16,sample,libA,15,06,FOX,2016-04-14,April
oro162196,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162197,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162198,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162199,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162200,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162201,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162202,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162203,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162204,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162205,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162206,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162207,oro16,sample,libA,16,06,FOX,2016-04-22,April
oro162208,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162209,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162210,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162211,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162212,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162213,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162214,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162215,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162216,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162217,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162218,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162219,oro16,sample,libA,17,06,FOX,2016-04-28,April
oro162220,oro16,sample,libA,14,06,FOX,2016-04-07,April
oro162221,oro16,sample,libA,14,06,FOX,2016-04-07,April
oro162222,oro16,sample,libA,14,06,FOX,2016-04-07,April
oro162224,oro16,sample,libA,14,07,FOX,2016-04-07,April
oro162225,oro16,sample,libA,14,07,FOX,2016-04-07,April
oro162226,oro16,sample,libA,14,07,FOX,2016-04-07,April
oro162227,oro16,sample,libA,14,07,FOX,2016-04-07,April
oro162228,oro16,sample,libA,14,07,FOX,2016-04-07,April
oro162229,oro16,sample,libA,14,07,FOX,2016-04-07,April
oro162230,oro16,sample,libA,14,07,FOX,2016-04-07,April
oro162231,oro16,sample,libA,14,07,FOX,2016-04-07,April
oro162232,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162233,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162234,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162235,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162236,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162237,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162238,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162239,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162240,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162241,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162242,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162243,oro16,sample,libA,19,07,FOX,2016-05-12,May
oro162244,oro16,sample,libA,20,07,FOX,2016-05-19,May
oro162245,oro16,sample,libA,20,07,FOX,2016-05-19,May
oro162248,oro16,sample,libA,20,07,FOX,2016-05-19,May
oro162250,oro16,sample,libA,20,07,FOX,2016-05-19,May
oro162251,oro16,sample,libA,20,07,FOX,2016-05-19,May
oro162252,oro16,sample,libA,20,07,FOX,2016-05-19,May
oro162253,oro16,sample,libA,20,07,FOX,2016-05-19,May
oro162254,oro16,sample,libA,20,07,FOX,2016-05-19,May
oro162256,oro16,sample,libA,21,07,FOX,2016-05-26,May
oro162257,oro16,sample,libA,21,07,FOX,2016-05-26,May
oro162258,oro16,sample,libA,21,07,FOX,2016-05-26,May
oro162259,oro16,sample,libA,21,07,FOX,2016-05-26,May
oro162260,oro16,sample,libA,21,07,FOX,2016-05-26,May
oro162261,oro16,sample,libA,21,07,FOX,2016-05-26,May
oro162262,oro16,sample,libA,21,07,FOX,2016-05-26,May
